  393  87.34  -3.44 21 14  +43 50    25  10   0.042 3 3  36
  394  87.47   1.41 20 54  +47 12     7   7   0.007 1 1  47 IC 5076
  395  87.52  -9.16 21 36  +39 50     2   2   0.001 4 6   0
  396  87.58  -9.10 21 36  +39 55     2   2   0.001 4 6   0
  397  87.64  -9.31 21 37  +39 48     2   2   0.001 4 6   0
  398  87.66  -9.29 21 37  +39 50     2   2   0.001 4 6   0
  399  87.72  -8.94 21 36  +40 08     2   2   0.001 4 6   0
  400  87.74  -4.32 21 19  +43 30    90  15   0.190 3 2  36
  401  87.77  -4.81 21 21  +43 10   100  40   0.606 3 4  36
  402  87.97  -3.84 21 18  +44 00    60  30   0.458 3 4  36
  403  88.34   1.71 20 56  +48 03     5   3   0.003 1 6   0 DG 166
  404  88.83  -3.99 21 22  +44 30    90  60   0.680 3 6  36
  405  89.56  -8.04 21 40  +42 00   270  90   5.028 4 6   0 S 118
  406  90.02  38.77 16 45  +60 20   120  30   0.771 2 6   0
  407  90.06  -5.82 21 34  +44 00   120  12   0.335 4 6   0
  408  90.34   2.39 21 01  +50 00     2   2   0.001 1 3  39 DG 170
  409  90.38   2.21 21 02  +49 55     2   2   0.001 1 3  39 DG 169
  410  90.45   1.40 21 06  +49 25     2   2   0.001 3 4  40
  411  90.45   1.84 21 04  +49 43     2   2   0.001 3 4  40 DG 171
  412  90.48   2.30 21 02  +50 03     2   2   0.001 1 3  39
  413  90.48  38.06 16 50  +60 50    40  12   0.127 2 6   0
  414  91.00  -6.39 21 40  +44 12    15  10   0.049 4 5   0 S 123
  415  91.47  38.51 16 45  +61 30   210  20   1.021 2 6   0
  416  91.66  -2.54 21 28  +47 30    80  10   0.278 3 6  37
  417  91.75  -1.47 21 24  +48 20    30  20   0.113 3 6  37
  418  92.16 -31.71 22 55  +24 00   200 120   1.873 1 6   0
  419  92.93 -37.77 23 10  +19 00   180 180   4.911 1 6   0
  420  93.22 -10.33 22 03  +42 30   190  90   2.560 2 6   0
  421  94.08  -1.36 21 34  +50 00    30  12   0.085 3 4  38
  422  94.20   8.02 20 49  +56 35    15  13   0.046 1 5   0 C 184
  423  94.41  -1.48 21 36  +50 08    12  10   0.021 3 2  38
  424  94.43  -5.58 21 52  +47 00    10  10   0.018 2 1   0 IC 5146
  425  94.57 -10.68 22 10  +43 00   270 270   8.412 1 6  52
  426  94.79  -1.77 21 39  +50 10    90  30   0.190 3 4  38 S 124
  427  94.89 -33.71 23 08  +23 20    20   8   0.032 2 6   0
  428  94.98 -16.95 22 30  +38 00   110  30   0.704 3 6  55 S 126
  429  95.10 -16.04 22 28  +38 50   100  20   0.415 3 4  55
  430  95.27 -16.14 22 29  +38 50    50  10   0.099 3 3  55
  431  95.40 -31.87 23 06  +25 10    50   8   0.081 2 6   0
  432  95.55 -12.55 22 20  +42 00   270  30   2.729 2 5  52
  433  95.77 -17.61 22 35  +37 50   120  30   0.972 3 6   0
  434  95.90 -49.94 23 40  +09 00    80  30   0.732 2 6   0
  435  96.04 -18.34 22 38  +37 20    20  12   0.060 3 6  56
  436  96.23   2.55 21 27  +54 20     1   1   0.001 4 4   0 S 127
  437  96.26 -14.97 22 30  +40 20    75  20   0.366 2 4  52 DG 187
  438  96.31 -18.30 22 39  +37 30    30   5   0.039 2 4  56
  439  96.37 -28.75 23 03  +28 20    28   6   0.042 1 6   0
  440  96.59 -19.03 22 42  +37 00    10  10   0.014 3 5   0
  441  97.47   8.50 21 02  +59 21     1   1   0.001 2 4   0 DG 168
  442  97.54 -15.12 22 36  +40 50   110  30   0.567 2 5  52
  443  97.56   3.14 21 31  +55 40     1   1   0.001 3 2   0 S 128
  444  97.80  15.26 20 18  +63 40    10  10   0.021 3 6  10
  445  97.95   7.55 21 10  +59 05    60   5   0.095 3 4  24
  446  97.99   6.51 21 16  +58 23    12  10   0.031 1 3   0 C 191
  447  98.01  15.90 20 14  +64 10    10   3   0.024 3 6  10
  448  98.14 -14.88 22 38  +41 20    42  10   0.113 2 6  52
  449  98.26   7.84 21 10  +59 30   150 110   1.190 3 5  24 C 190
  450  98.81 -14.48 22 40  +42 00   290  90   4.849 4 6   0
  451  98.83   4.12 21 33  +57 15    12   4   0.007 3 2  14 IC 1396B
  452  98.87   3.97 21 34  +57 10    14   2   0.007 3 2  14 IC 1396A
  453  98.97   7.81 21 14  +60 00   100  13   0.310 3 4  24
  454  99.41 -15.37 22 45  +41 30   180 120   4.169 2 6  52
  455  99.50   3.86 21 38  +57 30   150 130   4.475 3 4  14
  456  99.88   4.30 21 38  +58 05    10   3   0.011 3 2  14
  457 100.22   3.68 21 43  +57 50    90  40   0.880 3 3  14
  458 100.54 -16.13 22 52  +41 20    80  30   0.444 2 5  52
  459 100.76  17.32 20 15  +67 10   160 120   0.775 4 6   0
  460 100.91 -16.68 22 55  +41 00    35  20   0.070 2 4  52
  461 101.07 -14.70 22 51  +42 50    60  15   0.254 2 5  52
  462 101.18 -15.32 22 53  +42 20    30  20   0.123 2 4  52
  463 101.24 -16.46 22 56  +41 20    50  25   0.183 2 5  52
  464 101.56  22.01 19 32  +69 50    70  15   0.236 2 6   7
  465 101.66  22.77 19 24  +70 10    90  10   0.194 2 6   7
  466 102.41 -31.06 23 29  +28 20    20   5   0.014 1 6   0
  467 102.50 -25.55 23 20  +33 30    15   5   0.018 2 5  60
  468 102.67  15.42 20 42  +67 40    60  50   0.426 3 6  18
  469 102.76  21.89 19 38  +70 50    60  20   0.278 2 6   6
  470 102.76 -27.25 23 24  +32 00   240 120   3.370 2 5  60
  471 102.76  -0.70 22 17  +55 50    30  20   0.081 3 2  13
  472 102.78  10.64 21 19  +64 40    30  15   0.081 1 4   0 DG 174
  473 102.79  -0.92 22 18  +55 40    80  70   1.187 3 4  13 S 132
  474 102.84   2.07 22 06  +58 10    45  10   0.077 3 5  12
  475 103.04  14.12 20 55  +67 10   150  50   2.313 3 6  18
  476 103.05   9.67 21 27  +64 10    80  20   0.320 4 5   0 S 133
  477 103.09 -17.10 23 06  +41 30    40  20   0.176 2 4   0
  478 103.09 -15.28 23 02  +43 10    30  30   0.067 2 5   0
  479 103.10   1.28 22 11  +57 40    45  20   0.180 3 4  12
  480 103.11 -24.15 23 20  +35 00    90  20   0.486 2 5  60
  481 103.20  22.72 19 30  +71 30    80   8   0.127 2 6   6
  482 103.30   3.38 22 03  +59 30    20  10   0.049 3 5  12
  483 103.47  14.94 20 51  +68 00    20  10   0.046 3 6  18
  484 103.57 -30.89 23 33  +28 50    60  40   0.570 2 6   0
  485 103.71   2.17 22 11  +58 45    10   5   0.007 3 4  12
  486 104.04   1.73 22 15  +58 34    20   8   0.028 3 5  12
  487 104.08  14.21 21 01  +68 00    10   8   0.018 1 1  18 NGC 7023
  488 104.11   3.42 22 08  +60 00    23  15   0.035 3 5  12
  489 104.23   2.02 22 15  +58 55     8   2   0.004 3 3  12
  490 104.28   2.09 22 15  +59 00   190 150   6.729 3 6  12 S 134
  491 104.38   2.02 22 16  +59 00    13   5   0.018 3 3  12
  492 104.39   1.32 22 19  +58 25    22  15   0.056 3 4  12 S 135
  493 104.44   1.39 22 19  +58 30     5   2   0.005 3 2  12
  494 104.68   4.24 22 08  +61 00   100  50   0.954 3 6  17
  495 105.17  13.40 21 15  +68 15    12   8   0.030 3 5   0 DG 172
  496 105.28   4.03 22 13  +61 10     4   4   0.004 3 5  17 DG 180
  497 105.30   9.90 21 41  +65 50     2   2   0.001 2 1   0 NGC 7129
  498 105.48   7.80 21 55  +64 20   120  60   1.415 4 5   0 S 137
  499 105.75 -18.31 23 21  +41 20    20  20   0.070 1 5   0
  500 106.21   5.41 22 13  +62 50     7   5   0.005 1 3  11
  501 106.30  -0.11 22 37  +58 10    25  15   0.088 3 5  16
  502 106.32  -0.35 22 38  +57 58    10   7   0.018 3 4  16 S 139
  503 106.32 -20.19 23 27  +39 45    30   4   0.035 1 5   0
  504 106.34  11.77 21 36  +67 55     2   2   0.001 1 2   0 C 194
  505 106.60   5.16 22 17  +62 50    35  25   0.236 3 5  11 S 140
  506 106.76  -0.92 22 43  +57 40    83  60   1.063 4 5  15
  507 106.77 -19.55 23 28  +40 30    60  10   0.180 1 5   0
  508 106.78   4.60 22 21  +62 27     1   1   0.001 2 5   0 DG 183
  509 106.79   3.26 22 27  +61 20     5   6   0.002 3 6   0 S 141
  510 106.83   3.34 22 27  +61 25     3   3   0.003 4 5   0
  511 107.04  -0.97 22 45  +57 45    25  20   0.092 3 1  15 NGC 7380
  512 107.64   0.76 22 43  +59 34    10   7   0.014 3 5   0 S 144
  513 107.80  -0.34 22 48  +58 40    50  30   0.250 3 6   0
  514 108.24   0.53 22 48  +59 38     3   2   0.001 4 3   0 S 146
  515 108.28  13.32 21 40  +70 20    35  20   0.158 3 6   0
  516 108.33  -1.05 22 54  +58 15     2   2   0.001 3 4   0 S 149
  517 108.59  -2.73 23 01  +56 50    30  23   0.095 3 5   0 S 151
  518 108.78  -1.01 22 57  +58 29     5   5   0.007 3 4   0 S 153
  519 108.80  -0.98 22 57  +58 31     2   2   0.001 3 4   0 S 152
  520 108.88   6.09 22 30  +64 50    35   5   0.053 3 4  11 S 150
  521 108.96   1.70 22 49  +61 00    55  20   0.211 3 4  11 S 154
  522 108.98   2.80 22 45  +62 00   540  90  19.433 3 5  11
  523 109.07   6.41 22 30  +65 12    15  10   0.032 1 5  11 DG 186
  524 109.57   2.41 22 51  +61 55     4   3   0.002 1 4  11 DG 188
  525 109.78 -40.67 00 06  +20 50    30  18   0.099 1 6   0
  526 109.91   7.43 22 32  +66 30    50  20   0.197 3 6  11
  527 110.07   2.64 22 54  +62 20    14   5   0.014 3 2  11
  528 110.08  12.31 22 04  +70 40   120  20   0.408 4 6   5
  529 110.11   2.44 22 55  +62 10    50  30   0.303 3 4  11 S 155
  530 110.24 -41.26 00 08  +20 20    25  12   0.056 1 6   0
  531 110.25  11.38 22 12  +70 01    10   3   0.007 3 3   5 DG 179
  532 110.71   9.67 22 27  +68 50    20  20   0.042 2 6   0
  533 110.96  -0.83 23 12  +59 30    27  10   0.049 3 2  11
  534 111.05 -12.46 23 38  +48 30    90  10   0.233 2 3   0 DG 191
  535 111.07  14.08 22 00  +72 40   155  30   1.141 4 6   4
  536 111.08  -0.87 23 13  +59 30    80  40   0.489 3 4  11
  537 111.14  -0.72 23 13  +59 40     3   3   0.001 2 1  11 S 157
  538 111.16  11.66 22 19  +70 45    10   4   0.011 2 5   0
  539 111.26   9.35 22 34  +68 50     2   2   0.001 2 1   0
  540 111.37  -0.45 23 14  +60 00    60  10   0.095 3 3  11
  541 111.54  13.70 22 08  +72 38     5   3   0.006 1 4   4 DG 177
  542 111.58   0.77 23 12  +61 13     8   7   0.011 3 1  11 NGC 7538
  543 111.67   0.33 23 14  +60 50     7   7   0.007 3 4  11 S 158
  544 111.72  -0.23 23 16  +60 20    20   3   0.021 3 4  11
  545 111.81  19.13 21 15  +76 50     5   5   0.005 1 5   3
  546 111.84  14.10 22 08  +73 08    10   5   0.018 1 3   4 DG 178
  547 112.02   0.90 23 15  +61 30    90  50   1.063 3 4  11 S 161
  548 112.16   0.23 23 18  +60 55    15   8   0.025 3 1  11 NGC 7635
  549 112.16   0.23 23 18  +60 55    30  25   0.123 3 3  11
  550 112.23  20.50 21 00  +78 00   140  30   0.803 2 5   3
  551 112.52   3.75 23 10  +64 20   100  15   0.440 3 5   0 S 160
  552 112.55  20.79 20 59  +78 25    35  10   0.070 2 5   3
  553 112.77  18.02 21 40  +76 43     5   5   0.007 1 5   3
  554 113.05  -4.51 23 36  +56 41     5   5   0.004 3 4   0 S 164
  555 113.08  21.10 21 00  +79 00   145  40   1.120 2 6   3
  556 113.49 -42.39 00 19  +19 40    60  10   0.162 3 6   0
  557 113.53  -0.67 23 31  +60 30    18  10   0.035 3 4   0 S 163
  558 113.65  15.16 22 20  +75 00   135  30   0.430 4 6   0
  559 113.87 -12.30 23 54  +49 20    15  10   0.027 2 5  48
  560 114.07 -12.17 23 55  +49 30   140  60   1.136 2 6  48
  561 114.12 -13.51 23 57  +48 12    15   5   0.009 2 4  48
  562 114.18  -6.90 23 48  +54 40   110  20   0.690 1 6   0
  563 114.26 -11.28 23 55  +50 25    60  10   0.136 2 4  48
  564 114.48 -13.45 23 59  +48 20    70  15   0.160 2 4  48
  565 114.55   0.22 23 37  +61 39     8   8   0.014 3 4   0 S 165
  566 114.63  -0.85 23 40  +60 38    10  10   0.021 3 6   0 S 166
  567 115.35  17.57 22 20  +77 55    27  15   0.077 4 6   0
  568 115.71  -1.61 23 50  +60 10     5   5   0.004 2 3   0 S 168
  569 115.73  20.13 21 53  +80 10    70  60   0.852 3 6   0
  570 115.78 -44.13 00 27  +18 10    80  20   0.373 3 6  67
  571 115.84  -1.60 23 51  +60 12     5   5   0.005 3 2   0
  572 116.03  25.51 19 50  +83 30   180  25   0.915 3 6   0
  573 116.20  12.34 23 12  +73 40    30  20   0.092 3 5   8
  574 116.36 -44.68 00 29  +17 40    40  10   0.070 3 6  67
  575 116.80  12.30 23 20  +73 50    40  15   0.130 4 6   8
  576 116.81   0.03 23 56  +62 00    30   2   0.035 4 5   0
  577 117.62   2.29 23 59  +64 23    20  20   0.070 3 4   0 S 170
  578 117.68  -3.69 00 08  +58 30     5   5   0.005 1 1   0
  579 117.94  24.90 20 40  +84 50    80  40   0.592 3 6   0
  580 118.06   5.04 23 58  +67 10    10   4   0.007 3 3  22
  581 118.11   4.78 23 59  +66 55    20  10   0.056 3 2  22 C 214
  582 118.25   4.84 00 00  +67 00   180 150   2.447 3 5  22
  583 118.25   4.84 00 00  +67 00   120  90   2.965 3 6  22
  584 118.28   4.49 00 01  +66 40    35  35   0.225 3 4  22
  585 118.32   3.16 00 04  +65 21     1   1   0.001 1 6   0 DG   2
  586 118.37   4.98 00 01  +67 10    35  10   0.095 3 3  22
  587 118.50   6.15 00 00  +68 20    95  20   0.398 3 4  22
  588 118.51   4.62 00 03  +66 50    25  20   0.077 3 2  22
  589 118.59   6.13 00 01  +68 20    20   4   0.021 3 3  22 NGC 7822
  590 119.04   3.02 00 01  +65 20     2   2   0.001 1 5   0 DG   3
  591 119.04  -3.37 00 18  +59 00     6   4   0.002 3 3   0
  592 119.33  -0.89 00 18  +61 30    20   5   0.018 3 3  25
  593 119.57  -0.92 00 20  +61 30    25  20   0.113 3 5  25 S 173
  594 119.83  -6.05 00 26  +56 25     2   2   0.001 2 6   0
  595 119.98  -6.02 00 27  +56 28     2   2   0.001 2 6   0
  596 120.29   1.86 00 24  +64 20     1   1   0.001 4 2   0 S 175
  597 120.29  -5.51 00 29  +57 00    12   5   0.011 4 5   0 S 176
  598 120.29  18.39 23 45  +80 40    15  13   0.035 3 5   0 S 174
  599 120.50  -6.52 00 31  +56 00    60  15   0.239 3 6   0 DG   4
  600 120.89 -12.56 00 36  +50 00     7   5   0.003 2 4   0
  601 121.28 -30.41 03 42  +32 10     2   1   0.001 2 4   0 C 24
  602 121.48   6.62 00 32  +69 10     2   1   0.001 1 5   0 DG   5
  603 121.62 -10.59 00 40  +52 00    85  50   0.546 2 6  32
  604 122.07  -0.93 00 41  +61 40     5   5   0.004 1 5   0
  605 122.17  -7.10 00 43  +55 30   180  70   2.725 2 6  31
  606 122.23  26.05 23 00  +88 30   140  70   2.039 3 6   1
  607 122.36  -4.94 00 44  +57 40    60  30   0.292 2 4  32
  608 122.55 -11.61 00 46  +51 00    10   3   0.007 2 4  29
  609 122.55 -11.86 00 46  +50 45    20  20   0.042 2 4  29
  610 122.60  -7.27 00 46  +55 20     7   2   0.001 2 5   0 DG   7
  611 122.62  -5.61 00 46  +57 00    10   3   0.056 2 4  32
  612 122.71 -12.19 00 47  +50 25    13   3   0.011 2 4  29
  613 122.71 -12.11 00 47  +50 30     3   2   0.001 2 4  29
  614 122.92   2.39 00 48  +65 00    15   8   0.028 4 6   0 S 181
  615 123.03  -6.44 00 49  +56 10    23  10   0.060 3 4  31
  616 123.17  -6.28 00 50  +56 20    35  30   0.148 3 1  31 NGC  281
  617 123.21  23.39 01 00  +86 00   450 300  39.240 3 6   1 S 178
  618 123.23   2.89 00 51  +65 30    45  20   0.092 4 6   0
  619 123.52 -28.27 00 51  +34 20   110  20   0.426 1 6   0
  620 123.63  -1.77 00 54  +60 50    10   5   0.011 1 2  26 IC   59
  621 123.70  -6.40 00 54  +56 13     2   2   0.001 1 5   0 DG   6
  622 123.88  -1.93 00 56  +60 40    10   3   0.007 2 1  26 IC   63
  623 123.88  -1.93 00 56  +60 40   120  25   0.919 2 6  26 S 185
  624 124.12  10.67 01 04  +73 15     6   3   0.003 3 4   0
  625 124.12  -1.76 00 58  +60 50    60  20   0.264 3 4  26
  626 125.32  10.53 01 20  +73 00   150  30   1.560 4 6   0
  627 125.98  32.27 11 00  +84 30   280 150   6.641 3 6   2
  628 126.54  24.68 04 10  +85 50    13  10   0.028 3 5   1
  629 126.54  32.58 10 50  +84 00    75  30   0.514 3 5   2
  630 126.70  -0.80 01 20  +61 35     3   2   0.001 3 5   0 S 187
  631 126.81  23.74 03 45  +85 00    80  30   0.711 3 6   1
  632 127.53  24.47 04 30  +85 00   105  30   0.687 3 6   1
  633 128.04  -4.12 01 27  +58 07    10   3   0.004 3 1   0 S 188
  634 128.86  13.60 02 20  +75 10    23   8   0.025 4 5   0
  635 129.99  11.52 02 24  +72 50    10  10   0.024 1 5   9
  636 130.06  11.55 02 25  +72 50     8   3   0.004 1 5   9 DG   9
  637 130.43  -6.52 01 41  +55 20    35  10   0.077 1 6   0
  638 130.67  -6.98 01 42  +54 50    30  10   0.077 1 6   0
  639 131.35 -45.88 01 13  +16 20    25   8   0.042 2 5  68
  640 131.54  -8.16 01 46  +53 30    35  25   0.148 3 6   0
  641 132.05   1.12 02 08  +62 20    35  10   0.088 4 6  28
  642 133.27   0.82 02 17  +61 40    25   5   0.028 3 6  28
  643 133.46   8.48 02 47  +68 40     3   2   0.002 1 4   0 DG  10
  644 133.57 -44.96 01 20  +17 00   270  20   1.373 2 6  68
  645 133.80   1.10 02 22  +61 45    12  12   0.028 3 1  28 IC 1795
  646 133.82   1.38 02 23  +62 00    13   8   0.025 3 3  28
  647 133.99   1.26 02 24  +61 50    20  10   0.035 3 2  28
  648 134.04   1.46 02 25  +62 00   120  60   1.239 3 6  28
  649 134.04  -0.99 02 18  +59 42     2   2   0.001 4 6   0
  650 134.05   0.75 02 23  +61 20    35  30   0.229 3 6  28
  651 134.25  14.00 03 30  +73 00   210 210   9.775 4 6   0
  652 134.84   5.44 02 46  +65 20    35  20   0.155 4 6   0
  653 134.90  -5.49 02 13  +55 10    10   1   0.002 1 3   0
  654 134.96   0.75 02 30  +61 00    60  60   0.827 3 3  28 IC 1805
  655 135.02   0.60 02 30  +60 50    80  30   0.461 3 5  28
  656 135.10   0.09 02 29  +60 20    55  20   0.176 3 3  28
  657 135.13   0.01 02 29  +60 15    15  10   0.028 3 2  28
  658 135.74   1.09 02 37  +61 00   100  30   1.331 3 5  28
  659 135.91  -0.56 02 33  +59 25     2   2   0.001 4 4   0
  660 136.20   2.10 02 44  +61 44     3   3   0.001 3 5  28 S 193
  661 136.21   2.09 02 44  +61 43     1   1   0.001 3 5  28 S 192
  662 136.23   2.04 02 44  +61 40     2   2   0.001 3 5  28
  663 136.29  -0.46 02 36  +59 22     1   1   0.001 4 6   0 S 191
  664 136.40   2.50 02 47  +62 00     6   6   0.007 3 4  28 S 196
  665 136.53  -0.37 02 38  +59 21     2   2   0.001 4 6   0 S 195
  666 137.23  -9.80 02 18  +50 20    24   8   0.036 1 6  49
  667 137.24   0.77 02 47  +60 05    40  10   0.130 3 2  27 IC 1848
  668 137.29  -9.96 02 18  +50 10   150  60   1.779 1 6  49
  669 137.38   0.19 02 46  +59 30    10  10   0.021 3 4  27
  670 137.39   0.47 02 47  +59 45    25   5   0.028 3 2  27
  671 137.50 -10.06 02 19  +50 00    22   7   0.030 1 6  49
  672 137.62   0.86 02 50  +60 00   120  60   1.254 3 3  27
  673 137.69   1.27 02 52  +60 20    25   7   0.042 3 2  27
  674 138.18   4.11 03 07  +62 35     8   8   0.014 4 6   0 S 200
  675 138.50   1.59 02 59  +60 14     4   4   0.003 3 4  27 IC 1871
  676 139.57   2.70 03 11  +60 40    20   4   0.010 3 4  27
  677 140.07   1.64 03 10  +59 30   240 120   7.996 4 6  27 S 202
  678 140.14   3.85 03 20  +61 20     3   2   0.001 1 4   0 DG  13
  679 140.77  -1.42 03 03  +56 30   105  10   0.313 4 5   0
  680 141.62  -0.44 03 12  +56 55    10   5   0.011 1 5   0 DG  12
  681 141.68   2.87 03 26  +59 40    20   8   0.095 1 4  27
  682 142.14   1.97 03 25  +58 40    35  20   0.028 1 4  27 DG  17
  683 142.46  37.02 09 10  +71 00   300  30   2.996 1 6   0
  684 142.65   1.91 03 28  +58 20    40  20   0.240 1 6  27
  685 143.37  -2.20 03 16  +54 30    90  70   1.525 4 6  33 S 203
  686 143.46  -2.89 03 14  +53 52     5   3   0.001 4 5  33
  687 144.89  17.42 05 22  +67 30    50  30   0.419 2 6  21
  688 145.45 -39.40 02 02  +20 00    60  30   0.246 2 5  65 DG   8
  689 145.80   2.83 03 51  +57 10    30  10   0.049 4 5   0 S 204
  690 146.21  17.61 05 30  +66 30    80  20   0.419 2 6  21
  691 147.05  41.11 09 33  +66 00   180 120   3.197 2 6   0
  692 147.56  36.88 08 52  +67 15    20  10   0.039 2 5  19
  693 147.69  17.07 05 32  +65 00    90  35   0.810 2 6  21
  694 147.69 -25.69 02 34  +31 50    90  15   0.039 2 6   0
  695 147.82  37.57 08 58  +66 50   110  40   1.127 2 6  19
  696 148.11  -0.45 03 49  +53 10    43  25   0.225 3 5  30
  697 148.13   4.32 04 11  +56 45     5   5   0.003 4 6   0
  698 148.15  23.46 06 32  +67 00   105  15   0.377 2 5  20
  699 148.81  16.60 05 33  +63 50    30  10   0.074 2 6  21
  700 148.83  17.71 05 42  +64 20    45  15   0.134 2 6  21
  701 149.02  -0.13 03 55  +52 50   100  80   1.641 3 5  30 S 205
  702 149.07  24.06 06 40  +66 20    70  50   0.637 2 6  20
  703 149.59 -39.12 02 15  +19 00   420 120   7.176 2 6  65
  704 150.56  -0.99 03 59  +51 11     6   9   0.011 3 1  51 NGC 1491
  705 150.69  -0.90 04 00  +51 10    25  25   0.123 4 3  51
  706 150.90  -1.15 04 00  +50 50    45  10   0.142 4 4  51 S 206
  707 150.95 -38.06 02 21  +19 30    50  20   0.236 2 5  65
  708 151.25   2.12 04 16  +53 00     7   5   0.003 4 3   0 S 207
  709 151.45  -1.78 04 00  +50 00    45  20   0.190 1 6   0
  710 151.54  -0.24 04 07  +51 05     7   7   0.003 4 3   0
  711 152.38 -37.68 02 26  +19 20    30  10   0.137 2 5  65
  712 152.67   2.84 04 26  +52 30    20  20   0.092 4 5   0 S 210
  713 152.91  -8.35 03 42  +44 00   160  80   2.542 1 6  53
  714 153.32  -8.88 03 42  +43 20    60  30   0.342 1 6  53
  715 154.25 -44.47 02 18  +12 40    60   8   0.106 1 6   0
  716 154.40 -16.40 03 23  +36 40    10   8   0.011 3 5  54
  717 154.69   2.43 04 33  +50 45     2   2   0.001 3 2   0 S 211
  718 154.74 -15.14 03 28  +37 30   210  30   1.775 3 6  54
  719 154.79 -15.20 03 28  +37 25    35  30   0.246 3 5  54
  720 155.13 -14.65 03 31  +37 40    70  25   0.313 3 5  54
  721 155.19 -14.40 03 32  +37 50    12  10   0.032 1 5  54 DG  19
  722 155.43   2.63 04 37  +50 20     5   5   0.004 3 1   0 NGC 1624
  723 155.50  32.62 08 03  +61 30    55  12   0.151 2 6  23
  724 155.53  -6.41 04 00  +43 50    40   8   0.074 1 6   0
  725 155.96 -24.08 03 08  +29 30   180  60   3.440 3 6  61
  726 156.05 -23.42 03 10  +30 00   360 330  22.000 3 6  61
  727 156.50  32.52 08 02  +60 40    43  10   0.081 2 5  23
  728 156.51  35.11 08 23  +60 30    25  10   0.049 2 6   0
  729 156.68  34.50 08 18  +60 25    32   6   0.035 2 6   0
  730 156.85 -44.77 02 24  +11 30   180  12   0.754 1 6   0
  731 157.08  -3.61 04 17  +44 50     1   1   0.001 3 6   0 S 213
  732 157.08  32.78 08 04  +60 10    25   5   0.028 2 6  23
  733 157.48  32.66 08 03  +59 50    35   7   0.049 2 6  23
  734 157.58 -20.59 03 23  +31 30    10   2   0.002 3 4   0 DG  14
  735 157.62  -3.90 04 18  +44 15     4   4   0.003 4 6   0 S 214
  736 157.76  -8.90 04 00  +40 30   210 120   4.852 2 6   0
  737 157.77   2.28 04 45  +48 28     1   1   0.001 2 3   0 DG  45
  738 158.14 -13.85 03 45  +36 30   300 120   7.510 3 6  54
  739 158.22   5.92 05 04  +50 16     8   5   0.009 1 5   0
  740 158.25 -21.08 03 24  +30 44    20  10   0.039 1 5   0
  741 158.31 -20.44 03 26  +31 13     9   7   0.014 1 3   0 NGC 1333
  742 158.62   0.70 04 41  +46 40    55  30   0.260 3 5  35
  743 158.71 -33.88 02 53  +20 00   140  70   1.951 2 5  66
  744 158.73   0.83 04 42  +46 40    50  15   0.151 3 4  35 S 216
  745 159.17   3.33 04 55  +47 56     9   9   0.012 3 3   0 S 217
  746 159.31 -21.67 03 26  +29 40    10  10   0.007 1 4   0 DG  16
  747 159.33   2.55 04 52  +47 19     2   2   0.001 3 3   0 S 219
  748 159.39 -14.36 03 48  +35 20    40  30   0.303 1 4  54
  749 159.59 -18.51 03 36  +32 00   150  60   1.820 2 6  62
  750 159.84  12.50 05 45  +52 30    90  20   0.408 3 6  34 S 218
  751 159.90  11.58 05 40  +52 00   160  20   0.880 4 6  34
  752 159.95 -11.90 03 58  +36 50   300  60   2.842 3 4  54
  753 160.07 -35.54 02 53  +18 00   100  60   1.056 2 6  66
  754 160.09   1.93 04 52  +46 20    60  15   0.166 4 6   0 S 221
  755 160.16   0.97 04 48  +45 40    12   6   0.015 4 6   0
  756 160.18 -12.15 03 58  +36 30   160  40   0.982 3 1  54 NGC 1499
  757 160.45 -15.24 03 49  +34 00    45  15   0.158 3 6  54
  758 160.47 -17.86 03 41  +31 59    10  10   0.011 2 2  62 IC  348
  759 161.30   3.18 05 02  +46 10    90  30   0.716 3 6   0
  760 161.45  14.78 06 03  +52 10    25  15   0.092 1 6   0
  761 161.59 -20.85 03 36  +29 00   140  30   0.119 2 6   0
  762 161.73 -35.81 02 57  +17 00    30  30   0.158 2 5  66
  763 162.83 -31.84 03 10  +19 40    25  12   0.081 2 6   0
  764 163.16  12.53 05 55  +49 40    40  10   0.118 3 6  50
  765 163.76  12.22 05 55  +49 00    50  20   0.181 3 6  50
  766 165.14  -8.51 04 28  +35 20     3   3   0.002 1 4   0
  767 165.38  -8.73 04 28  +35 20     3   3   0.002 1 4   0 NGC 1579
  768 165.93   2.44 05 14  +42 00    70  10   0.187 4 4   0 S 223
  769 166.16   4.52 05 24  +43 00    20   3   0.011 4 5   0 S 224
  770 166.39 -23.63 03 43  +24 00    90  90   1.042 1 3  64
  771 166.39 -23.63 03 43  +24 00    60  40   0.834 1 1  64 NGC 1432
  772 166.39 -23.63 03 43  +24 00   180 180   4.113 1 5  64
  773 166.92 -25.20 03 40  +22 30   150 120   5.739 1 6  64 DG  20
  774 167.05 -21.26 03 52  +25 20   180  30   1.116 1 3  64
  775 167.58 -19.18 04 00  +26 30    50  20   0.243 3 6  64
  776 167.67 -22.55 03 50  +24 00   200  60   3.046 1 6  64
  777 168.10 -19.04 04 02  +26 15    20  18   0.074 3 4  64 DG  26
  778 168.13   2.97 05 23  +40 30    10   3   0.014 4 5   0 S 225
  779 168.34 -20.57 03 58  +25 00   150  60   2.708 3 6  64
  780 168.49  -0.89 05 08  +37 58     2   2   0.002 4 3   0 S 226
