  Terzan 6  2.14 22.25 21.52 13.85  -7.67                           0.0 -1.00  7  
  NGC 6453  0.66 17.53 16.96 10.08  -6.88  0.68  1.31  0.99  2.00   0.0        0  
  UKS 1     3.09 24.90 24.17 17.29  -6.88                               -1.00  7  
  NGC 6496  0.15 16.47 15.77  8.54  -7.23  0.45  0.98               0.0 -1.00  7  
  Terzan 9  1.87 20.35 19.85 16.00  -3.85                                         
  Djorg 2   0.89 17.60 16.88  9.90  -6.98                               -1.00  7  
  NGC 6517  1.08 19.10 18.51 10.23  -8.28  0.85  1.75        2.31              0  
  Terzan10  2.40 21.90 21.20 14.90  -6.31                               -1.00  7  
  NGC 6522  0.48 16.52 15.94  8.27  -7.67  0.65  1.21  0.76  1.51   0.9  0.71  1  
  NGC 6535  0.34 15.75 15.22 10.47  -4.75  0.29  0.94               0.0  1.00  1  
  NGC 6528  0.54 16.95 16.16  9.60  -6.56  1.09  1.53  0.90  1.74   0.0 -1.00  7  
  NGC 6539  0.97 18.33 17.63  9.33  -8.30  1.01  1.83        2.23   0.0 -1.00  7  
  NGC 6540  0.60 15.30 14.68  9.30  -5.38                                      2: 
  NGC 6544  0.73 15.00 14.43  7.77  -6.66  0.73  1.46  0.98  1.92   2.2  1.00  1  
  NGC 6541  0.14 15.20 14.67  6.30  -8.37  0.13  0.76  0.49  1.01   0.0  1.00  1  
  2MS-GC01  6.80 34.50 33.88                                                      
  ESO-SC06  0.07 17.40 16.90                                                      
  NGC 6553  0.63 16.60 15.83  8.06  -7.77  1.34  1.73  1.01  2.13   1.6 -1.00  7  
  2MS-GC02  5.56 30.90 30.25                                                      
  NGC 6558  0.44 16.30 15.72  9.26  -6.46  0.58  1.11  0.71  1.46  23.5        1  
  IC 1276   1.08 17.70 17.01 10.34  -6.67  1.03  1.76               2.1        7  
  Terzan12  2.06 20.50 19.77 15.63  -4.14                                      7  
  NGC 6569  0.55 17.52 16.85  8.55  -8.30  0.74  1.34  0.83  1.69   0.0        7  
  NGC 6584  0.10 16.53 15.95  8.27  -7.68  0.17  0.76  0.50  1.04  35.5 -0.15  4  
  NGC 6624  0.28 16.09 15.36  7.87  -7.49  0.60  1.11  0.67  1.42   0.0 -1.00  7  
  NGC 6626  0.40 15.55 14.97  6.79  -8.18  0.46  1.08  0.69  1.41   5.4  0.90  2  
  NGC 6638  0.40 16.80 16.15  9.02  -7.13  0.56  1.15  0.72  1.50  18.3 -0.30  4  
  NGC 6637  0.16 15.98 15.28  7.64  -7.64  0.48  1.01  0.62  1.28   0.0 -1.00  7  
  NGC 6642  0.41 16.50 15.90  9.13  -6.77  0.57  1.11  0.72  1.45  31.3        3  
  NGC 6652  0.09 15.96 15.30  8.62  -6.68  0.37  0.94  0.52  1.08   0.0 -1.00  7  
  NGC 6656  0.34 14.15 13.60  5.10  -8.50  0.28  0.98  0.68  1.42   7.2  0.91  2  
  Pal 8     0.32 17.27 16.54 11.02  -5.52  0.72  1.22                   -1.00  7  
  NGC 6681  0.07 15.55 14.98  7.87  -7.11  0.12  0.72  0.47  0.99   2.9  0.96  1  
  NGC 6712  0.45 16.25 15.60  8.10  -7.50  0.53  1.17  0.72  1.57   9.0 -0.62  5  
  NGC 6715  0.15 18.17 17.61  7.60 -10.01  0.24  0.85  0.53  1.10   6.1  0.75  3  
  NGC 6717  0.22 15.55 14.94  9.28  -5.66  0.35  1.00  0.65  1.37   5.4  0.98  1  
  NGC 6723  0.05 15.48 14.85  7.01  -7.84  0.21  0.75  0.50  1.05  20.5 -0.08  1/6
  NGC 6749  1.50 19.70 19.14 12.44  -6.70  0.80  2.14                    1.00  1  
  NGC 6752  0.04 13.70 13.13  5.40  -7.73  0.07  0.66  0.43  0.93   0.0  1.00  0  
  NGC 6760  0.77 17.46 16.74  8.88  -7.86  1.09  1.66  1.01  2.12   0.0 -1.00  7  
  NGC 6779  0.20 16.16 15.65  8.27  -7.38  0.15  0.86        1.16   2.2  0.98  1  
  Terzan 7  0.07 17.76 17.05 12.00  -5.05                           0.0 -1.00  7  
  Pal 10    1.66 19.80 19.01 13.22  -5.79                               -1.00  7  
  Arp 2     0.10 18.13 17.59 12.30  -5.29        0.86              30.5  0.86  2  
  NGC 6809  0.08 14.40 13.87  6.32  -7.55  0.11  0.72  0.48  1.00  12.4  0.87  1  
  Terzan 8  0.12 17.95 17.45 12.40  -5.05                                1.00  1  
  Pal 11    0.35 17.40 16.66  9.80  -6.86        1.27               0.0        7  
  NGC 6838  0.25 14.48 13.79  8.19  -5.60  0.63  1.09  0.63  1.36   0.0 -1.00  7  
  NGC 6864  0.16 17.70 17.07  8.52  -8.55  0.28  0.87  0.55  1.16   8.3 -0.07  1/6
  NGC 6934  0.10 16.86 16.29  8.83  -7.46  0.20  0.77  0.49  0.99  80.9  0.25  4  
  NGC 6981  0.05 16.90 16.31  9.27  -7.04  0.14  0.72  0.45  0.94  38.2  0.14  4  
  NGC 7006  0.05 18.80 18.24 10.56  -7.68  0.06  0.75        0.98  52.3 -0.28  5  
  NGC 7078  0.10 15.83 15.37  6.20  -9.17  0.06  0.68        0.85  18.9  0.67  0/3
  NGC 7089  0.06 16.05 15.49  6.47  -9.02  0.09  0.66  0.46  0.92   7.1  0.96  1  
  NGC 7099  0.03 15.10 14.62  7.19  -7.43  0.03  0.60  0.41  0.86   3.2  0.89  1  
  Pal 12    0.02 17.13 16.47 11.99  -4.48  0.34  1.07               0.0 -1.00  7  
  Pal 13    0.05 17.75 17.21 13.47  -3.74 -0.11  0.76             127.5 -0.20  5  
  NGC 7492  0.00 17.63 17.06 11.29  -5.77  0.23  0.42              14.8  0.81  1  



            Part III:  Metallicity, Kinematics, and Structural Parameters

Key to columns:
(1) Cluster identification
(2) Metallicity [Fe/H]
(3) Integrated spectral type
(4) Heliocentric radial velocity (km/s)
(5) Observational (internal) uncertainty in radial velocity
(6) Radial velocity relative to Solar local standard of rest
(7) Central concentration, c = log(r_t/r_c); a 'c' denotes a core-collapsed cluster
(8) Ellipticity  e = 1 - (b/a)  (projected axial ratio)
(9) Core radius in arcmin
(10) Half-mass radius in arcmin
(11) Tidal radius in arcmin
(12) Logarithm of core relaxation time, in log_10(years)
(13) Logarithm of relaxation time at the half-mass radius, in log_10(years)
(14) Central surface brightness, V magnitudes per square arcsecond
(15) Logarithm of central luminosity density (Solar luminosities per cubic parsec)

   ID      [Fe/H] SpT   v_r   +/-   v_LSR   c     e   r_c  r_h  r_t  lg(tc) lg(th)  mu_V  rho_0


  NGC 104   -0.76 G4    -18.7  0.2  -28.0 2.03   0.09 0.40 2.79 42.86  7.96  9.48  14.43   4.81
  NGC 288   -1.24       -46.6  0.4  -53.9 0.96        1.42 2.22 12.94  9.08  9.33  19.95   1.80
  NGC 362   -1.16 F9    223.5  0.5  213.3 1.94c: 0.01 0.19 0.81 16.11  7.77  8.93  14.88   4.70
  NGC 1261  -1.35 F7     68.2  4.6   53.4 1.27   0.07 0.39 0.75  7.28  8.74  9.20  17.65   2.96
  Pal 1     -0.60       -82.8  3.3  -76.0 1.60   0.22 0.22 0.68  8.96  7.34  8.02  20.93   2.22
  AM 1      -1.80       116.0 20.0   99.5 1.12        0.15 0.50  1.92  8.72  9.74  23.86   0.03
  Eridanus  -1.46       -23.6  2.1  -41.4 1.10        0.25 0.40  3.17  9.19  9.46  22.81   0.37
  Pal 2     -1.30      -133.0 57.0 -141.9 1.45   0.05 0.24 0.67  6.76  9.18  9.50  19.39   3.76
  NGC 1851  -1.22 F7    320.5  0.6  301.7 2.32   0.05 0.06 0.52 11.70  6.98  8.85  14.15   5.32
  NGC 1904  -1.57 F5    206.0  0.4  186.8 1.72   0.01 0.16 0.80  8.34  7.78  9.10  16.23   4.00
  NGC 2298  -1.85 F5    148.9  1.2  129.8 1.28   0.08 0.34 0.78  6.48  8.03  8.70  18.79   2.91
  NGC 2419  -2.12 F5    -20.0  0.8  -26.4 1.40   0.03 0.35 0.73  8.74  9.96 10.55  19.83   1.54
  Pyxis     -1.30        34.3  1.9   19.1 0.65        1.38 1.35  6.18        9.82              
  NGC 2808  -1.15 F7     93.6  2.4   80.1 1.77   0.12 0.26 0.76 15.55  8.30  9.13  15.17   4.59
  E 3       -0.80                         0.75        1.87 2.06 10.52  8.33  8.19  23.10   1.11
  Pal 3     -1.66        83.4  8.4   74.9 1.00        0.48 0.66  4.81  9.87  9.90  23.08   0.01
  NGC 3201  -1.58 F6    494.0  0.2  481.9 1.30   0.12 1.43 2.68 28.45  8.78  9.20  18.77   2.73
  Pal 4     -1.48        74.5  2.1   76.7 0.78        0.55 0.54  3.33 10.09  9.93  23.54  -0.30
  NGC 4147  -1.83 F2/3  183.2  0.7  186.5 1.80   0.08 0.10 0.43  6.31  7.49  8.67  17.63   3.48
  NGC 4372  -2.09 F5     72.3  1.3   63.8 1.30   0.15 1.75 3.90 34.82  8.90  9.59  20.51   2.09
  Rup 106   -1.67       -44.0  3.0  -49.7 0.70        1.00 1.10  5.03  9.42  9.38  21.82   1.09
  NGC 4590  -2.06 F2/3  -94.3  0.4  -96.2 1.64   0.05 0.69 1.55 30.34  8.67  9.29  18.67   2.54
  NGC 4833  -1.80 F3    200.2  1.2  192.7 1.25   0.07 1.00 2.41 17.85  8.79  9.42  18.45   3.01
  NGC 5024  -1.99 F6    -79.1  4.1  -71.5 1.78   0.01 0.36 1.11 21.75  8.76  9.66  17.39   3.05
  NGC 5053  -2.29        44.0  0.4   51.8 0.84   0.21 1.98 3.50 13.67  9.67 10.02  22.19   0.53
  NGC 5139  -1.62 F5    232.3  0.5  229.4 1.61   0.17 1.40 4.18 57.03  9.05 10.00  16.77   3.37
  NGC 5272  -1.57 F6   -147.6  0.2 -137.0 1.84   0.04 0.55 1.12 38.19  8.84  9.35  16.34   3.51
  NGC 5286  -1.67 F5     57.4  1.5   54.7 1.46   0.12 0.29 0.69  8.36  8.41  9.02  16.07   4.17
  AM 4      -2.00                         0.50        0.42 0.42  1.32  8.41  8.24  24.75   0.02
  NGC 5466  -2.22       107.7  0.3  119.7 1.32   0.11 1.64 2.25 34.24  9.56  9.75  21.28   0.88
  NGC 5634  -1.88 F3/4  -45.1  6.6  -36.1 1.60   0.02 0.21 0.54  8.36  8.59  9.25  17.49   3.14
  NGC 5694  -1.86 F4   -144.1  1.3 -138.7 1.84   0.04 0.06 0.33  4.29  7.86  9.15  16.34   4.03
  IC 4499   -1.60                         1.11   0.08 0.96 1.50 12.35  9.37  9.66  20.92   1.49
  NGC 5824  -1.85 F4    -27.5  1.5  -22.5 2.45   0.03 0.05 0.36 15.50  7.88  9.33  15.08   4.66
  Pal 5     -1.41       -58.7  0.2  -46.1 0.70        3.25 2.96 16.28 10.16  9.89  24.67  -0.81
  NGC 5897  -1.80 F7    101.5  1.0  110.0 0.79   0.08 1.96 2.11 12.07  9.72  9.59  20.49   1.41
  NGC 5904  -1.27 F7     52.6  0.4   65.7 1.83   0.14 0.42 2.11 28.40  8.26  9.53  16.05   3.91
  NGC 5927  -0.37 G2   -107.5  1.0 -106.3 1.60   0.04 0.42 1.15 16.68  8.29  8.98  17.45   3.87
  NGC 5946  -1.38 F7/8  128.4  1.8  129.8 2.50c  0.16 0.08 0.69 24.03  6.87  8.76  17.42   4.58
  BH 176                                                                           23.36       
  NGC 5986  -1.58 F5     88.9  3.7   94.3 1.22   0.06 0.63 1.05 10.52  8.94  9.23  17.56   3.32
  Lynga 7   -0.62         8.0  5.0    8.9                                                      
  Pal 14    -1.52        76.6  2.2   93.5 0.75        0.94 1.15  5.26  9.91  9.96  25.55  -1.12
  NGC 6093  -1.75 F6      8.2  1.5   18.6 1.95   0.00 0.15 0.65 13.28  7.73  8.86  15.19   4.76
  NGC 6121  -1.20 F8     70.4  0.3   80.0 1.59   0.00 0.83 3.65 32.49  7.57  8.82  17.88   3.82
  NGC 6101  -1.82 F5:   361.4  1.7  357.2 0.80   0.05 1.15 1.71  7.27  9.43  9.54  20.12   1.64
  NGC 6144  -1.75 F5/6  188.9  1.1  198.8 1.55   0.25 0.94 1.62 33.25  8.70  9.10  20.27   2.23
  NGC 6139  -1.68 F6/7    6.7  6.0   13.0 1.80   0.05 0.14 0.82  8.52  7.56  9.04  17.30   4.66
  Terzan 3  -0.73      -136.3  0.7 -129.0 0.70        1.18 1.30  5.91  8.72  8.53  22.52   1.84
  NGC 6171  -1.04 G0    -33.6  0.3  -20.4 1.51   0.02 0.54 2.70 17.44  8.05  9.31  18.84   3.13
  1636-283  -1.50                                                                  20.75       
  NGC 6205  -1.54 F6   -245.6  0.3 -227.2 1.51   0.11 0.78 1.49 25.18  8.80  9.30  16.80   3.33
  NGC 6229  -1.43 F7   -154.2  7.6 -136.4 1.61   0.05 0.13 0.37  5.38  8.35  9.18  16.99   3.41
  NGC 6218  -1.48 F8    -42.2  0.5  -26.4 1.39   0.04 0.72 2.16 17.60  8.10  9.02  18.17   3.23
  NGC 6235  -1.40 F9:    87.3  3.4   98.8 1.33   0.13 0.36 0.84  7.61  8.25  8.81  18.98   3.05
  NGC 6254  -1.52 F3     75.8  1.0   91.5 1.40   0.00 0.86 1.81 21.48  8.33  8.86  17.69   3.50
  NGC 6256  -0.70      -101.4  1.9  -94.0 2.50c       0.02 0.85  7.59  5.59  8.63  17.89   5.60
  Pal 15    -1.90        68.9  1.1   85.2 0.60        1.25 1.21  4.99 10.03  9.78  24.87  -0.27
  NGC 6266  -1.29 F9:   -70.0  1.3  -60.5 1.70c: 0.01 0.18 1.23  8.97  7.64  9.19  15.35   5.14
  NGC 6273  -1.68 F7    135.0  4.0  145.6 1.53   0.27 0.43 1.25 14.50  8.51  9.35  16.82   4.01
  NGC 6284  -1.32 F9     27.6  1.7   38.7 2.50c  0.03 0.07 0.78 23.08  7.20  9.21  16.65   4.42
  NGC 6287  -2.05 F5   -288.7  3.5 -277.1 1.60   0.13 0.26 0.75 10.51  7.94  8.76  18.33   3.81
  NGC 6293  -1.92 F3   -146.2  1.7 -135.5 2.50c  0.03 0.05 0.91 14.23  6.24  8.91  16.18   5.22
  NGC 6304  -0.59 G3   -107.3  3.6  -97.4 1.80   0.02 0.21 1.41 13.25  7.37  8.88  17.34   4.41
  NGC 6316  -0.55 G2     71.5  8.9   81.8 1.55   0.04 0.17 0.71  5.93  7.72  9.00  17.40   4.21
  NGC 6341  -2.28 F2   -120.3  0.1 -101.7 1.81   0.10 0.23 1.09 15.17  7.84  9.06  15.58   4.29
  NGC 6325  -1.17 G0     29.8  1.8   41.4 2.50c  0.12 0.03 0.94  9.49  5.75  8.74  17.56   5.48
  NGC 6333  -1.75 F5/6  229.1  7.0  242.0 1.15   0.04 0.58 0.95  8.16  8.65  8.90  17.40   3.67
  NGC 6342  -0.65 G3/4  116.2  1.6  128.9 2.50c  0.18 0.05 0.88 14.86  6.09  8.66  17.44   4.77
  NGC 6356  -0.50 G3     27.0  4.3   40.2 1.54   0.03 0.23 0.74  7.97  8.33  9.26  17.09   3.76
  NGC 6355  -1.50 G0   -176.9  7.1 -166.0 2.50c       0.05 0.87 15.18  6.23  8.99  18.05   4.83
  NGC 6352  -0.70 G4   -120.9  3.0 -116.7 1.10   0.07 0.83 2.00 10.51  8.44  8.93  18.42   3.04
  IC 1257   -1.70      -140.2  2.1 -124.6                                                      
  Terzan 2  -0.40       109.0 15.0  118.7 2.50c       0.03 1.52 10.12  5.59  8.83  21.58   4.65
  NGC 6366  -0.82      -122.3  0.5 -106.3 0.92   0.16 1.83 2.63 15.20  8.57  8.69  21.24   2.42
  Terzan 4  -1.60       -50.0 15.0  -40.5                                                      
  HP 1      -1.55        53.1  9.8   63.1 2.50c       0.03 3.10  8.22  5.39  9.80  21.29   3.62
  NGC 6362  -0.95 G3    -13.1  0.6  -15.1 1.10   0.07 1.32 2.18 16.67  9.00  9.25  19.19   2.26
  Liller 1   0.22        52.0 15.0   61.0 2.30c:      0.06 0.45 12.57  6.96  8.49  23.15   5.53
  NGC 6380  -0.50        -3.6  2.5    3.7 1.55c:      0.34 0.75 12.06  8.39  8.87  19.96   3.70
  Terzan 1  -1.30       114.0 14.0  123.9 2.50c       0.04 3.82 11.07  4.96  9.08  25.09   4.28
  Ton 2     -0.50      -184.4  2.2 -176.9 1.30        0.54 1.08 10.75  8.24  8.70  22.16   2.84
  NGC 6388  -0.60 G2     81.2  1.2   86.7 1.70   0.01 0.12 0.67  6.21  7.74  9.08  14.55   5.34
  NGC 6402  -1.39 F4    -66.1  1.8  -49.7 1.60   0.11 0.83 1.29 33.24  9.12  9.41  18.41   3.28
  NGC 6401  -0.98 F9    -65.0  8.6  -53.2 1.69   0.15 0.25 1.91 12.10  7.99  9.54  18.67   3.80
  NGC 6397  -1.95 F4     18.9  0.1   21.4 2.50c  0.07 0.05 2.33 15.81  4.90  8.46  15.65   5.68
  Pal 6     -1.09       182.5  6.2  193.7 1.10        0.66 1.06  8.36  8.35  8.59  21.58   3.42
  NGC 6426  -2.26 G1:  -162.0 23.0 -144.5 1.70   0.15 0.26 0.96 13.23  8.27  9.33  20.37   2.35
  Djorg 1   -2.00      -362.4  3.6 -353.2 1.50        0.32 1.26 10.02  8.02  9.08  23.10   2.76
  Terzan 5   0.00       -94.0 15.0  -82.4 1.87        0.18 0.83 13.27  8.16  8.97  20.33   5.06
  NGC 6440  -0.34 G4    -78.7  5.7  -65.9 1.70   0.01 0.13 0.58  6.31  7.54  8.76  17.02   5.28
  NGC 6441  -0.53 G2     16.4  1.2   24.4 1.85   0.02 0.11 0.64  8.00  7.77  9.19  14.99   5.25
  Terzan 6  -0.50       126.0 15.0  135.7 2.50c       0.05 0.44 17.39  6.71  8.48  20.76   5.41
  NGC 6453  -1.53 F8    -83.7  8.3  -74.9 2.50c  0.09 0.07 0.37 21.50  6.74  8.24  17.35   4.84
  UKS 1     -0.50                         2.10c:      0.15 0.86 18.76  7.31  8.69  25.52   4.31
  NGC 6496  -0.64 G4   -112.7  5.7 -107.0 0.70   0.16 1.05 1.87  5.27  9.09  9.47  20.10   1.96
  Terzan 9  -2.00        59.0 10.0   70.0 2.50c       0.03 0.78  8.22  4.96  7.98  23.21   4.59
  Djorg 2   -0.50                         1.50        0.33 0.83 10.53  7.79  8.54  19.50   3.76
  NGC 6517  -1.37 F8    -39.6  8.0  -24.1 1.82   0.06 0.06 0.62  4.10  6.90  8.88  17.77   5.20
  Terzan10  -0.70                                                                  21.28       
  NGC 6522  -1.44 F7/8  -21.1  3.4  -11.0 2.50c  0.06 0.05 1.04 16.44  6.32  8.90  16.14   5.31
  NGC 6535  -1.80 G0   -215.1  0.5 -198.0 1.30   0.08 0.42 0.77  8.36  7.66  8.15  20.22   2.69
  NGC 6528  -0.04 G3    206.2  1.5  216.3 2.29   0.11 0.09 0.43 16.57  6.79  8.15  16.91   4.86
  NGC 6539  -0.66 G4:   -45.6 10.9  -29.9 1.60   0.08 0.54 1.67 21.46  8.60  9.37  19.31   3.62
  NGC 6540  -1.20       -17.7  1.4   -6.9 2.50c       0.03 0.24  9.49  5.01  7.08  16.40   5.92
  NGC 6544  -1.56 F9    -27.3  3.9  -15.7 1.63c: 0.22 0.05 1.77  2.05  5.09  8.40  17.13   5.73
  NGC 6541  -1.83 F6   -158.7  2.3 -152.7 2.00c: 0.12 0.30 1.19 29.60  7.99  9.05  15.58   4.41
  2MS-GC01  -1.20                                                                              
  ESO-SC06  -2.00                                                                              
  NGC 6553  -0.21 G4     -6.5  2.7    4.8 1.17   0.17 0.55 1.55  8.16  8.31  9.01  18.15   3.82
  2MS-GC02                                                                                     
  NGC 6558  -1.44 F7   -197.2  1.6 -187.6 2.50c       0.03 1.61 10.44  5.61  8.96  17.08   5.11
  IC 1276   -0.73       155.7  1.3  171.5 1.29        1.08 2.35 20.98  8.53  9.03  21.66   2.72
  Terzan12  -0.50        94.1  1.5  106.3 0.57        0.83 0.84  3.10  8.48  7.87  23.75   3.40
  NGC 6569  -0.86 G1:   -28.1  5.6  -18.5 1.27   0.00 0.37 1.33  6.95  8.46  9.38  18.08   3.66
  NGC 6584  -1.49 F6    222.9 15.0  226.0 1.20   0.03 0.59 0.80  9.37  9.01  9.09  17.79   2.92
  NGC 6624  -0.44 G4/5   53.9  0.6   63.9 2.50c  0.06 0.06 0.82 20.55  6.61  8.73  15.42   5.25
  NGC 6626  -1.45 F8     17.0  1.0   28.5 1.67   0.16 0.24 1.56 11.27  7.58  9.04  16.08   4.73
  NGC 6638  -0.99 G0     18.1  3.9   29.4 1.40   0.01 0.26 0.66  6.63  8.07  8.65  17.27   3.99
  NGC 6637  -0.70 G2/3   39.9  2.8   49.3 1.39   0.01 0.34 0.83  8.35  8.21  8.85  16.83   3.78
  NGC 6642  -1.35 F8    -57.2  5.4  -45.3 1.99   0.03 0.10 0.73 10.07  7.04  8.58  16.68   4.68
  NGC 6652  -0.96 G3   -111.7  5.8 -102.6 1.80   0.20 0.07 0.65  4.48  6.71  8.61  16.31   4.52
  NGC 6656  -1.64 F5   -148.9  0.4 -137.2 1.31   0.14 1.42 3.26 28.97  8.62  9.22  17.32   3.64
  Pal 8     -0.48       -43.0 15.0  -30.3 1.53        0.40 0.57 13.55  8.33  8.49  19.83   2.55
  NGC 6681  -1.51 F5    220.3  0.9  229.6 2.50c  0.01 0.03 0.93  7.91  5.62  8.83  15.28   5.41
  NGC 6712  -1.01 F9   -107.5  0.5  -92.4 0.90   0.11 0.94 1.37  7.44  8.86  8.98  18.65   3.14
  NGC 6715  -1.58 F7/8  141.9  0.5  151.6 1.84   0.06 0.11 0.49  7.47  8.46  9.62  14.82   4.58
  NGC 6717  -1.29 F6     22.8  3.4   34.6 2.07c: 0.01 0.08 0.68  9.87  6.59  8.24  16.48   4.69
  NGC 6723  -1.12 F9    -94.5  3.6  -86.7 1.05   0.00 0.94 1.61 10.51  8.98  9.29  17.92   2.82
  NGC 6749  -1.60       -61.7  2.9  -44.9 0.83        0.77 1.10  5.21  8.90  8.79  21.54   3.33
  NGC 6752  -1.56 F4/5  -27.9  0.8  -27.8 2.50c  0.04 0.17 2.34 55.34  6.83  9.01  15.20   4.91
  NGC 6760  -0.52 G5    -27.5  6.3  -10.9 1.59   0.04 0.33 2.18 12.96  7.94  9.39  18.79   3.84
  NGC 6779  -1.94 F5   -135.7  0.8 -116.9 1.37   0.03 0.37 1.16  8.56  8.19  9.10  18.06   3.26
  Terzan 7  -0.58       166.0  4.0  174.1 1.08        0.61 0.97  7.27  9.14  9.14  20.65   1.51
  Pal 10    -0.10       -31.7  0.4  -13.3 0.58        0.81 0.99  3.08  8.71  8.39  22.03   3.50
  Arp 2     -1.76       115.0 10.0  124.1 0.90        1.59 1.91 12.65  9.73  9.76  24.21  -0.36
  NGC 6809  -1.81 F4    174.8  0.4  183.4 0.76   0.02 2.83 2.89 16.28  9.46  9.30  19.13   2.15
  Terzan 8  -2.00       130.0  8.0  137.7 0.60        1.00 1.00  4.00  9.46  9.24  22.82   0.53
  Pal 11    -0.39       -68.0 10.0  -53.9 0.69        2.00 1.49  9.82 10.02  9.34  20.33   1.79
  NGC 6838  -0.73 G1    -22.8  0.2   -5.4 1.15   0.00 0.63 1.65  8.96  7.65  8.43  19.22   3.04
  NGC 6864  -1.16 F9   -189.3  3.6 -179.1 1.88   0.07 0.10 0.47  7.28  7.95  9.17  15.55   4.47
  NGC 6934  -1.54 F7/8 -411.4  1.6 -396.7 1.53   0.01 0.25 0.60  8.37  8.33  8.97  17.26   3.43
  NGC 6981  -1.40 F7   -345.1  3.7 -334.7 1.23   0.02 0.54 0.88  9.15  8.93  9.20  18.90   2.35
  NGC 7006  -1.63 F6   -384.1  0.4 -369.7 1.42   0.01 0.24 0.38  6.34  9.08  9.34  18.50   2.46
  NGC 7078  -2.26 F3/4 -107.0  0.2  -94.5 2.50c  0.05 0.07 1.06 21.50  7.02  9.35  14.21   5.38
  NGC 7089  -1.62 F4     -5.3  2.0    5.1 1.80   0.11 0.34 0.93 21.45  8.54  9.32  15.92   3.90
  NGC 7099  -2.12 F3   -181.9  0.5 -176.3 2.50c  0.01 0.06 1.15 18.34  6.38  8.95  15.28   5.04
  Pal 12    -0.94        27.8  1.5   33.5 1.94        0.20 1.28 17.42  7.71  9.11  20.59   1.99
  Pal 13    -1.74        24.1  0.5   30.4 0.68        0.65 0.46  3.11  8.87  8.52  23.36   0.40
  NGC 7492  -1.51      -207.6  4.3 -206.1 1.00   0.24 0.83 1.22  8.35  9.40  9.48  21.33   0.97
